date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-01-04,29.7,30.435,29.4002,30.32,31421557,29.1727776134463,29.8947301907488,28.8782995417793,29.7817716242321,31421557,0.0,1.0
2021-01-05,30.53,30.95,29.82,30.09,37360007,29.9880437891756,30.4005881190628,29.2906474219855,29.5558544911987,37360007,0.0,1.0
2021-01-06,32.69,33.0,31.79,31.9,73507549,32.1097003428808,32.4141973482737,31.225676778837,31.3337241033312,73507549,0.0,1.0
2021-01-07,33.43,34.2,33.32,33.58,50634123,32.8365641622058,33.5928954336655,32.7285168377115,32.9839014228797,50634123,0.0,1.0
2021-01-08,33.19,33.65,32.67,33.61,32324741,32.6008245451274,33.0526588111942,32.090055374791,33.0133688750145,32324741,0.0,1.0
2021-01-11,33.24,33.56,32.32,32.64,33798499,32.6499369653521,32.9642564547899,31.7462684332184,32.0605879226562,33798499,0.0,1.0
2021-01-12,33.94,34.52,33.66,34.0,58809121,33.3375108484973,33.9072149231033,33.0624812952392,33.3964457527668,58809121,0.0,1.0
2021-01-13,33.8,34.26,33.63,33.82,35734811,33.1999960718682,33.6518303379351,33.0330138431044,33.2196410399581,35734811,0.0,1.0
2021-01-14,34.75,35.1,34.01,34.07,55856896,34.1331320561367,34.4769189977093,33.4062682368118,33.4652031410814,55856896,0.0,1.0
2021-01-15,32.04,33.5,31.82,33.08,91993100,31.4712388799603,32.9053215505203,31.2551442309718,32.4927772206332,91993100,0.0,1.0
2021-01-19,32.63,33.04,32.28,32.41,43806828,32.0507654386112,32.4534872844534,31.7069784970386,31.8346707896227,43806828,0.0,1.0
2021-01-20,32.46,32.83,32.3,32.78,29949845,31.8837832098474,32.2472151195099,31.7266234651285,32.1981026992852,29949845,0.0,1.0
2021-01-21,32.0,32.43,31.92,32.32,28276009,31.4319489437806,31.8543157577126,31.3533690714211,31.7462684332184,28276009,0.0,1.0
2021-01-22,31.9,32.06,31.15,31.34,24476094,31.3337241033312,31.4908838480501,30.5970377999614,30.7836649968151,24476094,0.0,1.0
2021-01-25,32.24,32.35,31.615,31.88,28515507,31.6676885608589,31.7757358853532,31.0537833080507,31.3140791352414,28515507,0.0,1.0
2021-01-26,31.38,32.53,31.36,32.49,28026455,30.8229549329948,31.9525405981619,30.8033099649049,31.9132506619822,28026455,0.0,1.0
2021-01-27,30.17,31.03,29.92,30.92,45074947,29.6344343635581,30.4791679914222,29.3888722624348,30.371120666928,45074947,0.0,1.0
2021-01-28,30.81,31.05,30.31,30.525,28770175,30.2630733424337,30.4988129595121,29.7719491401871,29.9831325471532,28770175,0.0,1.0
2021-01-29,29.88,31.19,29.82,30.77,39500819,29.3495823262551,30.6363277361411,29.2906474219855,30.223783406254,39500819,0.0,1.0
2021-02-01,29.99,30.22,29.68,30.14,23713446,29.4576296507493,29.6835467837828,29.1531326453565,29.6049669114233,23713446,0.0,1.0
