date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-01-04,52.76,54.63,52.03,54.27,25611104,51.1328146445286,52.9451414713911,50.4253287709405,52.5962443282518,25611104,0.0,1.0
2021-01-05,52.18,52.62,52.03,52.33,20323822,50.5707025805819,50.9971324221966,50.4253287709405,50.7160763902233,20323822,0.0,1.0
2021-01-06,50.52,52.02,50.1879,51.97,38724516,48.9618990872173,50.4156371836311,48.6400414726713,50.367179247084,38724516,0.0,1.0
2021-01-07,49.96,50.255,49.52,50.09,53225700,48.4191701978895,48.7050720235175,47.9927403562747,48.545160832912,53225700,0.0,1.0
2021-01-08,51.08,51.125,49.84,50.03,29673952,49.5046279765451,49.5482401194375,48.3028711501764,48.4870113090554,29673952,0.0,1.0
2021-01-11,50.2,50.86,49.95,50.62,19310581,48.6517682933157,49.2914130557377,48.40947861058,49.0588149603115,19310581,0.0,1.0
2021-01-12,50.11,50.3684,49.76,50.04,18121012,48.5645440075308,48.8149746236064,48.2253384517009,48.4967028963649,18121012,0.0,1.0
2021-01-13,50.16,50.36,49.9533,49.98,18864148,48.613001944078,48.8068336902665,48.4126768343921,48.4385533725083,18864148,0.0,1.0
2021-01-14,49.23,50.18,49.22,50.16,34303579,47.7116843243014,48.6323851186968,47.701992736992,48.613001944078,34303579,0.0,1.0
2021-01-15,48.7,49.1799,48.53,49.155,24366789,47.1980301969019,47.6631294718812,47.0332732126416,47.6389974194807,24366789,0.0,1.0
2021-01-19,48.51,49.04,48.24,48.74,29114466,47.0138900380228,47.5275441654223,46.7522171806683,47.2367965461396,29114466,0.0,1.0
2021-01-20,48.68,48.82,48.31,48.54,23115796,47.178647022283,47.314329244615,46.8200582918343,47.0429647999511,23115796,0.0,1.0
2021-01-21,48.95,49.09,48.46,48.78,19707198,47.4403198796375,47.5760021019695,46.9654321014756,47.2755628953773,19707198,0.0,1.0
2021-01-22,48.49,48.94,48.49,48.81,15400347,46.9945068634039,47.4306282923281,46.9945068634039,47.3046376573055,15400347,0.0,1.0
2021-01-25,48.78,48.84,48.24,48.42,16604213,47.2755628953773,47.3337124192338,46.7522171806683,46.9266657522379,16604213,0.0,1.0
2021-01-26,49.29,49.4,48.61,48.91,12922626,47.769833848158,47.8764413085616,47.110805911117,47.4015535303998,12922626,0.0,1.0
2021-01-27,48.53,49.32,48.23,48.89,21242412,47.0332732126416,47.7989086100862,46.7425255933589,47.3821703557809,21242412,0.0,1.0
2021-01-28,49.15,49.5,48.61,48.69,17498867,47.634151625826,47.9733571816559,47.110805911117,47.1883386095924,17498867,0.0,1.0
2021-01-29,48.15,49.12,48.11,49.03,18670257,46.6649928948835,47.6050768638977,46.6262265456458,47.5178525781129,18670257,0.0,1.0
2021-02-01,48.48,48.69,48.18,48.27,12183609,46.9848152760945,47.1883386095924,46.6940676568117,46.7812919425966,12183609,0.0,1.0
2021-02-02,48.96,49.35,48.63,48.8,13274371,47.4500114669469,47.8279833720145,47.1301890857359,47.2949460699961,13274371,0.0,1.0
2021-02-03,48.77,49.0883,48.67,48.95,12274115,47.2658713080678,47.5743545321268,47.1689554349736,47.4403198796375,12274115,0.0,1.0
2021-02-04,49.01,49.07,48.65,48.96,20597413,47.498469403494,47.5566189273506,47.1495722603547,47.4500114669469,20597413,0.0,1.0
2021-02-05,49.65,49.78,49.27,49.5,12742032,48.1187309912973,48.2447216263198,47.7504506735391,47.9733571816559,12742032,0.0,1.0
2021-02-08,49.92,50.17,49.49,49.96,17833222,48.3804038486518,48.6226935313874,47.9636655943465,48.4191701978895,17833222,0.0,1.0
2021-02-09,49.7,50.02,49.63,49.85,14496599,48.1671889278444,48.477319721746,48.0993478166784,48.3125627374858,14496599,0.0,1.0
2021-02-10,49.6,50.58,49.53,50.41,22830916,48.0702730547501,49.0200486110738,48.0024319435842,48.8552916268136,22830916,0.0,1.0
2021-02-11,50.3,50.59,49.8,49.81,21928581,48.7486841664099,49.0297401983833,48.2641048009386,48.2737963882481,21928581,0.0,1.0
2021-02-12,50.69,50.8481,50.39,50.57,13137059,49.1266560714775,49.2798800668395,48.8359084521948,49.0103570237644,13137059,0.0,1.0
2021-02-16,50.27,50.72,50.16,50.62,15093406,48.7196094044817,49.1557308334058,48.613001944078,49.0588149603115,15093406,0.0,1.0
2021-02-17,50.13,50.485,49.885,50.0,12775807,48.5839271821497,48.9279785316343,48.3464832930688,48.4579365471272,12775807,0.0,1.0
2021-02-18,50.77,50.845,50.0316,50.16,12749841,49.2041887699529,49.2768756747736,48.4885619630249,48.613001944078,12749841,0.0,1.0
2021-02-19,50.11,50.825,49.97,50.79,15968769,48.5645440075308,49.2574925001548,48.4288617851989,49.2235719445718,15968769,0.0,1.0
2021-02-22,50.63,50.88,49.67,49.85,14146489,49.068506547621,49.3107962303566,48.1381141659161,48.3125627374858,14146489,0.0,1.0
2021-02-23,50.54,51.51,50.42,51.0,16222250,48.9812822618361,49.9213662308504,48.864983214123,49.4270952780697,16222250,0.0,1.0
